Index,Peak Name,Group,P1,P1,P1,P2,P2,P2,P3,P3,P3,P4,P4,P4,P5,P5,P5,P6,P6,P7,P7,P8,P8,P8,P9,P9,P9,P10,P10,P10,P11,P11,P11,C1,C1,C1,C2,C2,C2,C3,C3,C3,C4,C4,C4,C5,C5,C5,C6,C6,C6,C7,C7,C7,C8,C8,C8,C9,C9,C9
28,gi|4505257,moesin [Homo sapiens],11682828.5778627,12383780.4736661,14012431.8329502,13156705.0125151,13308581.4818093,12421010.2262776,9973155.42022272,9169731.88825884,9088526.28522125,9027130.03911337,8826870.59890762,8775757.67481429,11891861.6988965,12386709.4697317,11707655.0462497,8990517.76303893,17934816.7813654,10315815.2090084,10259661.4664499,14254177.6895018,14616923.5789206,14969620.284874,5641487.84659002,6311468.04506611,6516951.65752809,8969989.55273718,8943713.93995625,9633808.42089869,13393358.7586631,11481411.4319116,13075643.0548431,6522376.83761584,6032802.35448137,6373970.97511332,6685462.92802464,6130885.35016433,6683795.02780629,9438853.06649345,9478935.90248896,8950589.89166635,7191454.10827878,6895026.0347472,7239556.95432506,11635614.6524491,12475297.2862424,12541407.4972568,9828669.08013594,9914239.1529943,9843237.05935932,9411346.01246478,9938186.19067387,10082386.5773817,12526654.273912,13525824.8222001,13940171.9231219,5741939.83647971,6310628.10255939,6938805.63169828
29,gi|16507237,78 kDa glucose-regulated protein precursor [Homo sapiens],8639764.7757598,8128871.9142919,7560128.06805156,11162665.5932821,11802971.5361911,10266150.9895363,13447889.8361092,13578044.2071742,15674897.9073404,14088315.976117,13140512.3205104,13452330.9912819,11286035.2179629,10929426.5990266,10482814.4884932,10849324.9402076,14576341.5327979,10485892.5756148,10860498.872963,11324463.6160785,11396050.787139,10925405.1730699,18533510.9456157,17157775.8079151,17112594.8587295,9486358.86466902,9182938.17785839,8149335.50681422,9294035.298386,8371178.05383691,9701225.92001841,14734881.2900548,14678969.9778423,13612288.0212764,12905601.5031053,13508472.2598243,13346751.7284498,13051458.6901002,13575131.7328007,13374962.5565542,13700142.6073731,13577016.0676882,14518202.9749614,9275737.72611622,9600206.62688114,9237139.88728195,12020046.8732086,11143185.7338675,11237637.7039825,11087420.7919541,11028565.9411243,10827474.4558675,8805352.05392783,8573594.84760482,8844519.39068154,9511117.76783307,9913567.61074354,9743053.35512319
30,gi|4758012,clathrin heavy chain 1 [Homo sapiens],3383684.0425401,3701192.84120081,1975885.97246706,2353596.67309467,2340780.53920382,2083651.05394338,2435841.75484013,2031422.83714347,2095760.58967644,3053152.00695132,2834673.47105082,2647192.6029705,2616036.60894486,2298514.9671423,2359304.18850528,1313789.67369952,2263072.09330019,2837630.49741392,3082013.3266992,2596764.22896554,2917046.31962122,2909454.93379093,1612749.0247504,1758478.15135799,1558360.33933464,3876165.72912626,3681050.58621305,3771516.02734548,2892923.40196479,2819964.48822839,3346167.1985808,2242053.67760768,2361700.27652096,2430122.08795497,2193645.96097976,2541517.71891262,2525182.26771212,3027588.43047496,3090129.43290544,3349856.09283687,2692830.33167035,2843496.63662848,2914903.41803351,3646521.83516015,3793880.12999807,3599115.36109867,3775356.94112732,3855670.36709992,3868076.51587908,3165955.53144018,3460962.25755514,3376886.36385419,3832580.50985463,3716105.99893626,3342115.67194053,1894300.51156386,1598265.66482131,1239308.86833419
31,gi|13654237,DNA-dependent protein kinase catalytic subunit isoform 1 [Homo sapiens],1478829.15254198,1913398.95795316,1529783.27100759,1287964.76466707,1536276.73790512,1199527.34640786,886072.636697485,687489.417078389,967715.573765372,909565.130547546,952000.888607943,873129.270142256,609357.034160936,1246846.88196046,812072.005286339,2548232.18666573,1461303.89311459,1313838.11320267,1143143.83238721,1408674.50098124,1403002.9126896,1449089.62947925,547791.234132845,822818.599844102,1236648.16875611,1384852.6783948,991762.308581806,742195.665497458,1072918.3546552,1149274.06915808,1107802.6609743,644930.04067241,776991.847230246,918347.535289441,526728.516879421,409686.781040142,575022.451346314,926777.957313399,999398.50158239,1021007.28382059,857046.138452234,677987.228311303,822264.183908906,1281029.85737243,1308864.24790307,1464634.27976612,723923.615170997,642629.099954939,655802.747363346,1110490.04592798,1137053.03101053,1018143.5994986,1439151.27664076,1413321.91983125,1464118.25137361,547040.912282327,564418.356098691,606158.264434954
32,gi|7669492,glyceraldehyde-3-phosphate dehydrogenase isoform 1 [Homo sapiens],28043744.4401965,24431652.2954089,28429055.426708,29383720.3870069,30537959.858728,34364708.5134168,22479643.4481335,22318522.1518651,26242541.7474424,20046352.6776726,22195841.39083,23370173.8373953,32376940.1561752,35863803.7138385,32940043.7462737,22091939.4745047,33540940.2338153,28089270.9503605,25926033.0564182,29595960.4558794,31375067.6167924,25419536.6485099,16447460.7547123,14776758.0557275,14069519.4193714,25894857.9431623,24982554.7389144,24274576.2246096,31453424.1441909,27463494.9709487,30889019.1023228,10684717.3017104,10829728.6073642,8209298.5664913,14613240.2997822,16689801.0404826,16219907.8412122,24213135.0735952,23027608.167258,20500726.604588,25686085.0318427,23146920.3035477,25032163.5689963,31163375.1128942,29661796.2971401,27401618.5277637,22681220.5158558,26479794.4333287,24871391.5859813,17442918.7689844,16303313.3740887,17054024.2332812,29156445.7275063,29916754.1007239,28149514.2461393,12261232.3727773,13935546.9936089,15226306.9680848
33,gi|116089337,ras GTPase-activating-like protein IQGAP2 [Homo sapiens],1482413.0152751,1559396.77816076,2131800.09747985,1470620.44677735,1486410.67305433,1434433.47393711,1693028.50612403,1665958.59712488,1876144.01244402,2440164.43237675,2366761.88631585,2531207.71363931,1521799.93059283,1474762.92696309,1450288.33876249,1941536.10996884,1733433.31762682,1569689.56316528,1764730.03606337,1825590.60316499,1624527.23286178,1833034.70725364,1972168.76357362,1788008.55976553,1825434.4878039,1902097.06242147,2082027.83031079,2101020.08108012,1698637.74498739,2105225.32811871,1784968.63906123,1483164.02984295,1344637.54562949,2677929.57105609,1255023.51598361,1378480.93654122,1337623.31277735,2337310.00652222,2413353.00479101,2086106.70492314,1322027.38118578,1577778.23750671,1391656.84560105,1928239.41471915,2146392.02246809,1575698.46874446,2243652.91959393,2125421.80159088,2222295.87771153,1811000.70693258,1703670.58515792,1709474.98948372,1532762.44028505,1528374.892562,1737456.92189621,1547915.99344177,1577306.34198386,2393050.46347538
34,gi|4557305,fructose-bisphosphate aldolase A isoform 1 [Homo sapiens],11378603.4517763,11657919.6635761,9345970.6658778,11407549.331413,11100487.6551269,10631384.7275348,12232885.9961607,12264697.4791608,12195544.8438803,10512244.8010373,10254200.9105035,10331628.0054036,12417652.6488209,12242814.9273428,11610351.6540335,10828240.9451373,14967364.6315604,11136847.5882159,10189597.1804813,11409465.7902097,11891868.7730998,12480903.9218802,5226591.64293783,5157337.1308092,5263464.36420023,11418949.6148789,11097499.7251475,11408361.2787124,11396899.3215239,11311346.8104455,10954951.5569698,6894745.13494935,6205343.15515997,6177499.42313439,8920317.30469013,8545156.34120286,8778419.81615058,10845682.5608851,10360910.1501142,10430595.2393474,8798785.65573476,8468558.7869225,8785022.57405559,13083790.811926,13288208.2363516,13505621.5085043,14933944.6785596,14584564.8352704,14305528.3576686,10195296.6054822,9722598.68578168,8562619.02177816,13179730.3693678,13085181.7877918,12699308.0663808,5321557.31775061,5441299.81770125,6143197.39862128
35,gi|154146191,heat shock protein HSP 90-alpha isoform 2 [Homo sapiens],9347636.13360462,8974851.26174252,9413031.96460801,10324884.9412009,10421770.8158077,10956285.4659132,10981875.5611959,12191209.8610291,11652116.0569524,9210254.43345293,8840723.12410271,8528707.35896836,7865315.19160247,8099883.46197749,7350532.02399679,2852849.07255958,21326928.203061,8064929.73674554,7422445.9451749,10083379.1404102,10472480.0847776,11002568.6627718,18391045.0365351,18591173.5857921,17422555.4361385,6628859.0130577,6463548.54556455,6372727.30848017,8214777.1623397,7723640.15759331,9266160.60797446,11102769.626149,10394771.2266142,9620121.52167453,3941227.77114403,4323516.16932738,4096875.64828538,9100992.45514885,9884993.30815565,8228828.6279217,7082809.26195179,7240165.4129798,6781546.70522915,8810366.34636734,8769997.12973822,7989301.01399042,7907262.01587703,7212530.21840614,7592026.13651572,10025406.4889599,9558903.20285635,9919758.81416707,8309594.78623234,8811242.09750595,8552505.22331616,5759184.18362308,6323873.78371474,6273625.18429188
36,gi|5031877,lamin-B1 isoform 1 [Homo sapiens],5023950.26608457,4453324.92679899,4338534.34047637,5474557.06099627,5525620.03780088,5798979.68578621,3430753.29682286,3338286.4040614,4638854.87035898,3827986.47732604,3336948.76341718,3811275.93327071,2956657.27115593,3094567.12633855,2828499.89950526,7779741.21850408,8138097.93313043,4360123.1269133,5263181.15094357,5097978.19882614,5628003.46682299,7183091.85411314,8270549.43837238,8702732.38978889,6110598.2981329,2492747.36410437,2377510.47579353,2550784.24146255,4648057.03202896,4637551.12866435,4897381.95572261,4158109.13998599,3297302.29056843,3538532.58402348,1523514.82847481,1625631.5848961,1545257.21898741,3598054.68454762,4473089.2953055,3366274.88873618,2839636.46608013,3047642.02510691,3378185.58249872,3965033.68258854,4681661.1737871,4852788.82207439,3317004.62176828,3353081.90791285,3628605.00887685,4252486.78823839,5305406.05384662,5205728.46289201,4648177.52852298,4439450.57845243,4540529.76496102,1460281.15338412,2198969.93151785,2409435.92816924
37,gi|89191868,von Willebrand factor preproprotein [Homo sapiens],1035725.76270812,1087058.63234328,1254522.73329389,2440262.97706432,2012140.47313306,1846988.81814627,2537322.12776001,2990169.52338435,3083093.89105762,4566194.78568693,3997433.57909485,4150340.95415145,1898539.39100272,2193157.51867329,1993052.16223978,1605926.33869291,2016010.69654594,2395250.73710644,1638817.8739464,2462210.85547264,2156481.7232429,2272508.69016956,2165317.28344088,2508476.78287167,2394691.25336816,3842135.07795614,4008012.74133365,3754359.82887824,3388203.08894456,1842423.7172136,3517545.4192909,4462221.46017214,3395763.5879973,3437039.89390605,4509536.84240521,4165036.7072666,3947946.93969355,3848867.24843227,4512712.8828125,3482790.16371372,2880669.67651949,3286931.91339165,2732176.35613635,2214713.7668345,2173504.18809858,2072818.10862743,5276226.00669339,5387129.63927672,4733676.21563836,2401680.21009876,2239669.47826417,2401106.29608083,1965819.76601854,2168327.15470941,2382258.58654121,2756522.93202079,2803898.40361277,2903544.36056627
38,gi|32189394,"ATP synthase subunit beta, mitochondrial precursor [Homo sapiens]",8343401.18862976,8216741.17566118,7834947.85469372,4853274.3993059,5189136.49808956,5551394.26404408,5507788.03340726,5254185.57262494,5853995.96204503,9408451.71164923,9684434.25617768,9088957.35925714,2625175.55530607,2822834.05727678,4145187.13927918,3298377.50388576,4343119.39944581,7867482.21250436,7584096.99092385,6331165.17938918,6487993.07472075,6422274.72773118,12990564.4589003,10379037.1627211,12249231.3299064,7005124.6970013,6742925.85118831,6321933.27480957,8625963.20153807,9116319.18036273,9223837.54979684,10195534.1590145,8244929.10118633,9565842.10324728,5561908.03805632,5095171.91428655,5059429.75230664,8908026.06366001,8285043.02285034,8502125.22311393,9078009.25303899,9044253.37012912,9653285.64144041,7423729.58042218,7658603.56332074,7854455.83139451,8769230.90520398,8323364.45505638,8357336.98493627,9261312.48030955,9752452.28165346,9841634.14036942,8223948.16594627,8038212.07557184,8355156.17865617,5494715.92159247,5594224.540962,6167836.31762438
39,gi|4507651,tropomyosin alpha-4 chain isoform 2 [Homo sapiens],8270912.04631395,8231958.7918914,8978725.2141902,16210774.0409005,16996949.1054202,16219451.7759949,27200645.7449278,30092714.7011194,28604618.5999663,22316453.6595208,22708567.0405633,26342381.0545781,20603571.9438003,24459017.9494717,23632212.0203071,11999501.4481487,12862647.4732406,15348080.5896416,14046850.8836824,15171970.9249728,15958129.9067067,10613473.629496,29656320.7900572,28432300.9854968,26721900.6298487,23012088.1755809,23003567.6716483,22296317.731118,11665064.5426577,10853508.2841522,11331947.7336605,28428338.9128605,33888102.8910598,34232347.4343646,52499764.6618018,53847234.6369011,51960176.2930837,22435505.5723273,21764298.0799223,20885171.8069769,29551751.1839873,26074975.9099903,29330037.575745,12806355.0678707,13331578.9913084,14129285.3716266,19606233.732103,21261328.9318311,22019566.09457,15739054.6150635,16211025.9713544,16749155.7382963,10244564.0573215,9847652.72085247,10763473.3921101,63724916.1860401,62807209.938566,44175286.5982732
40,gi|45269141,multimerin-1 precursor [Homo sapiens],2161074.77923842,1989764.31086353,1669413.60759643,3535865.26486375,3862866.90646154,3742401.25998635,5728929.38715267,5786345.96308857,6127231.96996478,7614581.9996912,7639202.98835664,7441517.2678903,4458705.97260593,4625616.65247104,4477595.74823772,1421394.64259311,1777252.01694142,4621452.41940782,4215049.95321106,2688824.63611648,2858808.06226817,2796729.61403962,10570154.5007375,9779433.10417326,9482157.01379839,7317346.26934965,6631297.34164915,7076368.64682355,2699604.56119897,2643158.24552241,2647257.44024483,10492804.6411934,10364783.9897711,10057838.5608392,12795244.7675118,14267483.0329129,13923763.2456979,6816910.63392135,6887133.81559691,6736793.91083934,8436772.05492533,8314240.45670708,8824046.47627722,3421303.26825264,3510795.56523126,3368241.54502799,7471502.68811741,7507279.9478666,7584435.07601323,4705612.33065521,4682470.84587059,4631905.17297187,2377290.32132924,2257630.96804677,2316523.08023643,16466213.4029672,19110303.6177198,19988743.0675411
41,gi|4504349,hemoglobin subunit beta [Homo sapiens],34623380.0918964,35434771.5357763,37756548.4040887,46505140.7743547,49119654.5039256,46857862.6150572,101260215.818842,110228848.735628,108889051.437788,33936311.925047,33127892.6450353,34442526.4762032,138698783.196382,102611198.299667,148495071.334985,3602552.15879177,3730790.09152348,42259032.3562345,40185140.792462,41375245.9040732,41224576.4505081,40874643.0378835,45101051.7292666,41537989.5495236,41960233.4531475,25930471.8059219,25996283.9605222,25118696.4321859,36082613.4076954,35204749.8014861,35177512.0972627,51796178.2295261,52872266.0320117,54961981.424481,54502276.1862639,55175414.8722655,55693280.4697773,38657730.7187051,40248894.0818505,40044502.982465,38427235.7219973,36361288.9651383,37507861.2581532,22723898.8289322,22821935.4916269,23379253.2117809,48620799.4873895,47446154.6639282,46511728.1089851,80079616.2616965,78775659.7874172,83505257.9778857,58859241.8098228,60736592.0781581,56400734.1885121,37833869.5651798,39059269.5196201,45559456.2365463
42,gi|4507953,14-3-3 protein zeta/delta [Homo sapiens],10447878.9858965,10871522.9542874,10187912.9480045,20166753.4445608,17180348.1481536,16025659.5031998,21621057.4501105,25121271.6581214,22335502.4481656,19335977.5172658,20904072.9824357,17196123.6350753,17673882.4977478,19833627.0948895,18849206.1513713,9406222.19103946,21920886.3062229,17995578.3771767,12892883.0442465,19341933.0723794,16084645.2253262,21164459.8547446,33032162.3085617,31865100.5573514,31173858.402438,13115162.0154958,13958355.6169965,13471734.5104076,11497771.5173324,11800724.7103349,11071972.8695678,20380030.0791986,19645131.9795585,20376238.7711465,18982580.6276949,18473258.8897124,19197868.5087002,14469070.8085038,14072348.3256256,15446124.605711,16239136.4377074,20248789.6778003,15835813.3455529,9406332.74446216,10027129.278846,10155969.2815622,15154428.4863532,21303563.7784036,15793339.1910412,12809658.4354642,12682072.2920604,13074955.4366354,7954017.77297037,8310932.60410974,8361688.52743949,27504219.5334516,19653926.5295794,22676380.4417538
43,gi|4507677,endoplasmin precursor [Homo sapiens],4645447.27872058,4765415.00958054,4199743.22894885,5019236.55590263,5001010.7573102,5005898.88610909,5451300.49141995,5334592.38891697,5724590.66251636,5803803.4150651,5828882.12999589,5738724.94569381,3878875.63718045,4457780.73405614,3874226.96755779,3432933.15205755,5110902.46417314,3928864.22378211,4746922.59401489,5096019.46022568,5178716.08334125,5170848.06852413,11563804.1792476,11167291.7987288,10148081.9965414,5532017.23667225,5608691.2393547,5218018.74986201,4483500.77865287,4739712.75726626,4797690.6802476,8770910.74802824,8610536.14041081,8036315.40493188,6068011.79143123,6402181.35307101,6487144.03329885,5930280.834084,6400273.52315401,6213593.60122214,6092206.12109274,6151631.57985361,6577337.42911407,4272608.78218138,4609080.66699362,4982810.44189952,5643172.14888962,5995076.09741261,6144839.64042406,5853601.66010433,5885101.63413372,5730063.0130778,4777353.85272586,4806954.55388312,4875035.18173055,7464987.17588692,7960112.22588756,8143289.11621056
44,gi|71773329,annexin A6 isoform 1 [Homo sapiens],12589201.5225789,11573064.8353743,9857861.00756548,5773905.90658127,5142501.66014574,5742268.17325555,5385841.49698079,4804838.21683142,5528864.36714564,6032142.45248691,5469896.66493891,5713102.59856488,2582152.85178872,2332654.63746087,2648814.65866852,5762982.59379409,6197102.85731737,10664122.7859968,10192694.2782222,7083881.95679145,7907799.67765773,7478496.04969839,8520898.72193993,8177074.36333811,7903136.48309896,5639105.45376275,5616486.23804849,6023928.69863384,8965456.71254939,9150499.62093701,9615625.53469094,8979300.87322122,9391188.43278359,7896972.4022205,2070915.16829572,2019335.28971012,2066134.31289645,7010365.37876769,6702179.22194619,6433382.74695195,7256345.63932299,6863009.77138985,6283920.43601205,7570717.32628229,6939421.63322458,6925309.53058079,6044859.6727747,6791612.79261181,6843238.96892812,10147332.060178,10690622.7344322,9761759.8670479,9449570.80264364,9554932.95317415,10100997.6760419,3257813.210554,3142822.82714082,2989571.08671949
